index,account_length,total_day_charge,total_eve_minutes,total_night_charge,total_intl_charge,customer_service_calls,churn
1733,130,21.13,270.7,10.78,0.95,0,0
1734,92,26.81,298.6,9.76,3.73,1,0
1735,119,21.13,207.1,7.08,4,0,0
1736,115,48.69,205.7,8.61,1.86,1,1
1737,134,24.09,205.6,9.83,2.38,0,0
1738,127,29.41,245.8,13.5,1.3,0,0
1739,80,45.68,301,7.52,1.57,2,1
1740,153,37.15,134.2,5.35,2.54,0,0
1741,85,43.4,194.6,12.45,1,3,0
1742,79,7.12,211,10.71,3.08,1,0
1743,35,44.34,258.1,5.91,1.57,1,0
1744,120,40.7,259.4,10.71,2.08,0,0
1745,68,38.54,168.4,8.49,2.75,0,0
1746,60,30.48,208.9,11.17,3.65,1,1
1747,120,26.86,197,6.97,2.7,1,0
1748,71,29.87,258.9,12.08,3.81,1,0
1749,124,26.76,167.8,8.5,2.38,3,0
1750,23,19.23,168.8,11.83,1.86,1,1
1751,225,31.06,246.5,9.81,2.38,1,0
1752,181,27.42,124.4,11.79,3.81,0,1
1753,63,24.23,208.3,10.3,2.03,2,0
1754,54,32.39,259.7,6.37,2.62,2,1
1755,80,27.08,170.6,6.35,3.21,1,0
1756,118,26.15,123.3,5.3,2.48,1,0
1757,42,30.72,174.6,7.44,3.24,2,0
1758,134,34.46,224.9,11.43,3.27,0,0
1759,66,32.44,261.3,9.43,2.4,0,0
1760,66,34.87,232.7,11.7,2.48,2,0
1761,127,40.05,236.8,10.85,2.08,1,0
1762,146,32.18,155.9,8.37,2,0,0
1763,93,28.37,273.2,7.69,3.11,1,0
1764,77,41.68,254.1,10.77,2.03,0,1
1765,111,22.54,221.1,5.76,3.43,4,1
1766,125,30.99,139.8,7.72,3.13,2,0
1767,115,32.69,88.7,10.32,2.84,2,0
1768,115,20.74,220.2,8.09,2.92,2,1
1769,114,32.81,250,6,2.59,2,0
1770,106,26.96,220,11.38,2.46,0,0
1771,118,15.56,219.9,10.31,3.43,2,0
1772,59,26.11,205.5,5.15,3.38,1,0
1773,87,37.67,157.1,10.01,3.11,1,0
1774,21,41.6,168,12.67,1.78,1,0
1775,142,40.77,285.9,11.55,2.57,0,0
1776,62,29.31,230.5,10.27,2.97,0,0
1777,149,41.23,245.4,9.88,2.7,3,1
1778,54,19.99,159.2,10.64,3.05,2,0
1779,112,29.67,259.3,7.67,3.05,1,0
1780,68,26.74,220.9,9.85,3.24,1,0
1781,201,32.64,239.1,5.22,4.08,1,0
1782,88,37.09,169.3,6.35,2.16,1,0
1783,85,24.58,140,7.44,2.94,1,0
1784,51,26.11,232.9,9.64,3.81,0,1
1785,45,23.09,222.5,10.6,2.13,2,0
1786,116,27.32,146.8,12.95,2.21,0,0
1787,146,34.43,241.4,7.63,2.11,1,0
1788,63,25.87,227.1,8.81,3.32,1,0
1789,133,38.66,73.2,5.14,1.27,0,0
1790,125,32.57,205.6,9.46,2.48,2,0
1791,72,23.61,211.6,8.08,2.92,1,0
1792,130,21.59,206.9,10.43,1.65,0,0
1793,97,28.66,259.2,12.59,1.97,1,0
1794,54,48.72,223.2,9.17,3.11,1,1
1795,160,27.98,262.8,5.57,4.1,1,0
1796,79,24.48,135.8,9.56,3.51,1,0
1797,92,24.07,207.9,9.16,2.75,0,0
1798,59,34.73,247.3,9.66,3.24,1,0
1799,132,27.74,167.6,3.94,1.67,1,0
1800,21,38.25,244.2,9.95,2.89,0,0
1801,93,29.94,199.7,11.88,2.3,2,0
1802,147,43.21,228.1,4.41,3.73,5,0
1803,101,29.73,262,9.45,2.3,1,0
1804,125,31.84,160.7,11.87,2.59,0,1
1805,63,36.01,230.9,9.77,2.89,3,0
1806,107,41.12,126.9,8.35,3.16,0,0
1807,110,33.34,199.7,6.12,3.48,3,0
1808,83,39.32,210.4,9.78,3.35,3,0
1809,117,27.47,196.3,13.27,3.73,1,0
1810,124,32.98,241,10.24,3.21,0,0
1811,115,18.65,223.8,10.81,4.16,3,0
1812,156,47.09,238.3,4.25,2.24,1,0
1813,89,32.66,163.6,7.64,1.65,0,0
1814,72,33.73,216.9,5.08,3.54,0,0
1815,101,35.56,159.7,8.17,2.57,0,0
1816,53,31.42,216.4,6.35,4.97,2,0
1817,116,28.53,142,8.58,1.97,2,0
1818,78,23.66,191.4,12.89,3.19,3,0
1819,117,37.62,167.6,11.82,1.19,0,0
1820,56,20.67,165.3,10.98,2.4,1,0
1821,123,45.97,245.1,4.9,4.16,1,0
1822,127,23.73,240.9,5.72,2.38,2,0
1823,116,43.01,138.9,12.5,3.19,2,0
1824,138,31.26,240.7,8.36,4.05,1,0
1825,120,34.56,259.9,5.22,2.11,3,0
1826,102,34.1,152.5,8.97,2.08,3,0
1827,95,28.49,176,11.29,3.62,2,0
1828,102,26.61,204.3,6.39,2.67,2,0
1829,89,36.57,197.4,7.29,2.86,1,0
1830,50,51.29,167.1,3.25,2.84,1,0
1831,93,25.89,267.5,12.01,3.05,7,0
1832,68,33.22,212.1,6.23,4.08,1,0
1833,70,35.48,275.5,8.21,2.16,2,0
1834,138,32.32,223.2,11.53,3.83,0,0
1835,141,31.52,178.5,9.82,2.16,4,0
1836,112,31.14,252.8,7.05,2.62,0,0
1837,117,9.21,303.2,7.73,2.32,1,1
1838,1,35.36,185,8,2.19,1,0
1839,70,39.15,77.9,11.12,3.56,1,0
1840,87,40.94,75.9,10.11,1.92,2,0
1841,52,33.27,106.2,7.08,1.43,2,0
1842,97,46.94,201.1,10.41,2.4,0,1
1843,105,28.24,175.9,10.96,4.37,2,0
1844,77,23.1,244.5,9.34,3.11,4,1
1845,80,32.15,223.2,12.11,3.75,2,1
1846,120,30.24,175.1,7.26,3.11,1,0
1847,54,24.46,210.3,5.81,3.38,2,0
1848,148,25.19,159.6,8.88,2.32,2,0
1849,119,48.81,159.3,9.76,3.75,2,1
1850,162,30.55,218.1,9.55,2.51,1,1
1851,85,28.19,190,6.48,2.94,5,1
1852,101,24.5,167.6,10.8,3.92,1,0
1853,172,29.33,253.1,9.97,1.59,0,0
1854,80,33.97,167.1,12.23,1.49,1,0
1855,67,18.55,142.3,4.1,2.94,2,0
1856,86,29.21,301.7,6.27,2.62,1,0
1857,107,37.79,286,11.22,3.27,1,1
1858,133,41.79,264.7,5.03,3.02,0,0
1859,116,27.98,270.6,10.37,2.16,0,0
1860,63,35.99,271.7,9.15,2,0,0
1861,119,25.02,160.1,8.28,2.08,0,1
1862,133,43.3,252.2,8.01,2.16,0,1
1863,94,28.92,271.8,4.98,2.35,1,0
1864,69,33.17,261.5,9.17,3.08,0,0
1865,146,25.38,187.1,6.74,2.13,7,1
1866,119,13.92,253.8,9.59,2.4,2,1
1867,142,32.49,149.6,10.25,2.65,0,0
1868,123,35.17,224.4,8.88,2.24,3,0
1869,101,40.63,273,12.52,3.65,1,1
1870,43,30.48,252.7,10.24,2.16,0,0
1871,69,31.5,219.1,10.96,1.49,0,0
1872,15,24.04,123.9,14.56,2.19,2,0
1873,107,42.26,119.3,8.74,3.24,1,0
1874,67,25.93,252.4,8.34,1.32,2,0
1875,99,24.75,230.9,8.17,3.08,1,0
1876,46,27.91,196.2,10.62,2.19,1,0
1877,55,37.57,165.4,10.59,2.62,1,0
1878,39,50.22,232.1,9.2,3.11,1,1
1879,92,23.77,174.9,9.07,2.54,2,0
1880,56,27.59,149.1,11.5,4,4,1
1881,76,46.36,236.4,10.6,2.08,0,1
1882,132,34.05,226.6,8.95,3.48,2,0
1883,140,26.71,172.4,8.3,3,1,0
1884,51,23.09,200.6,8.66,3.32,2,0
1885,27,40.24,231.9,7.41,3.43,1,0
1886,224,18.94,175,9.77,1.49,3,0
1887,105,26.54,107.1,7.55,3.97,0,1
1888,117,32.49,282.8,3.82,3.24,2,0
1889,91,26.01,141.1,7.72,2.78,1,1
1890,135,37.2,242.8,3.86,2.78,4,0
1891,146,34.92,134.9,13.97,2.78,3,0
1892,147,38.28,184.9,6.44,2.67,0,1
1893,68,42.48,254.5,12.29,2.4,2,1
1894,68,22.37,137,11.53,2.75,3,0
1895,86,33.64,165.6,9.36,2.73,0,0
1896,131,28.31,210.2,11.57,2.67,1,0
1897,86,38.32,187.1,12.65,3.48,1,0
1898,159,46.89,189.5,10.08,2,2,1
1899,134,24.29,88.6,13.05,2.92,1,0
1900,113,35.22,256,9.49,2.67,1,0
1901,132,35.05,211.2,8.83,2.75,1,0
1902,85,35.75,195.8,9.97,3.02,1,0
1903,93,38.37,119.6,8.69,3.78,1,1
1904,174,28.53,205.3,5.85,3.92,4,1
1905,61,33.61,152.2,9.95,1.89,2,0
1906,91,28.87,65.2,6.5,2.94,1,0
1907,88,32.4,237.3,9.52,2.65,2,0
1908,88,13.65,153.3,13.91,3.46,2,0
1909,195,39.39,225.1,9.08,3.27,0,0
1910,182,11.75,230.3,11.55,1.76,0,0
1911,118,32.1,217.4,9.9,2.21,4,0
1912,103,25.6,169.1,9.95,2.81,8,1
1913,65,32.64,139.5,8.43,1.49,2,0
1914,61,27.83,113.2,6.03,2.67,3,0
1915,172,35.99,198.7,13.58,1.76,1,0
1916,72,29.84,132.3,10.93,3.19,1,0
1917,113,25.52,200.1,12,2.97,2,0
1918,177,32.22,176.3,10.17,3.83,1,0
1919,100,12.04,215.6,10.39,2.57,6,1
1920,67,36.64,190.7,9.65,2.32,1,0
1921,136,17.29,202.8,6.13,2.54,3,0
1922,71,43.93,126.8,8.21,2.62,4,0
1923,134,41.21,152.9,14.32,3.19,1,0
1924,124,22.41,284.3,13.75,3.05,1,0
1925,84,32.33,197.7,11.14,2.65,2,0
1926,39,26.2,204.2,8.83,2.65,2,0
1927,110,31.96,90.5,6.76,4.13,3,0
1928,102,17.53,275,6.35,3.02,1,0
1929,70,29.82,159.5,11.73,3.13,0,0
1930,142,24.72,209.1,9.63,2.94,1,0
1931,81,42.6,187.9,5.41,2.11,1,0
1932,17,27.46,214.2,14.18,2.32,1,0
1933,119,44.22,256.5,10.31,2.7,1,1
1934,105,47.82,301.5,9.13,2.35,0,1
1935,108,22.12,167,11.01,3.67,3,1
1936,90,17.34,113.3,8.49,3.08,2,0
1937,100,37.18,155,4.46,3.27,1,0
1938,155,21.85,188.4,11.45,1.84,1,0
1939,113,21.88,227.1,8.01,2.48,2,1
1940,123,29.27,162.6,11.26,2.35,1,0
1941,145,33.86,126,13.01,2.05,1,0
1942,42,31.37,200.5,12.56,2.38,2,0
1943,125,28.66,175.6,10.95,2.94,0,0
1944,131,29.58,205.3,9.82,1.81,1,0
1945,107,39.17,257.4,4.83,2.3,1,0
1946,48,33.69,202.8,6.59,1.38,1,0
1947,76,31.64,211.6,10.38,2.16,0,0
1948,128,25.25,243,11.48,1.84,1,0
1949,73,26.71,268.8,8.17,2.7,0,0
1950,52,26.35,133.4,7.92,1.89,4,1
1951,126,21.98,176.5,6.95,2.59,1,0
1952,124,32.05,182,9.82,1.65,1,0
1953,137,35.5,225.3,9.97,3,0,0
1954,71,40.46,278.5,8.69,3.19,0,1
1955,139,35.89,206.9,8.73,1.51,0,0
1956,107,33.81,207,7.19,3.4,3,0
1957,147,36.18,204.1,7.03,2.75,1,0
1958,116,23.36,120,5.86,3.35,3,0
1959,60,32.61,267.8,9.02,3.46,2,0
1960,38,25.33,49.2,7.35,3.75,0,0
1961,63,19.91,249.6,7.3,3,3,0
1962,94,18.36,241.9,11.34,2.81,3,0
1963,131,19.18,199.4,6.42,2.73,0,0
1964,158,29.9,188.3,8.47,2.97,1,0
1965,139,40.22,169.9,9.55,3,1,1
1966,77,28.8,184.9,10.54,0.54,1,0
1967,140,22.03,246.2,7.74,2.54,3,0
1968,72,30.11,184.7,7.83,2.16,1,0
1969,52,22.66,184.1,12.28,3.65,1,0
1970,103,28.53,212.9,9.37,3.51,5,0
1971,74,29.68,310.6,10.56,2.43,1,0
1972,124,25.55,255.9,6.15,3.38,2,0
1973,85,48.14,239.7,6.73,1.7,5,0
1974,113,26.83,161.5,12.22,2.35,5,1
1975,71,24,149.1,7.71,1.89,2,0
1976,177,39.13,196.1,9.69,2.81,1,0
1977,49,40.43,208.9,7.55,4.21,2,1
1978,106,34.68,168.5,7.38,3.59,3,1
1979,60,37.59,178.6,9.12,2,1,0
1980,43,30.12,142.6,14.13,3.43,4,0
1981,66,20.06,248.1,9.65,1.43,1,0
1982,125,27.85,255.6,8.68,4.24,0,0
1983,114,24.02,230.4,10.07,2.54,3,0
1984,112,46.33,226.1,7.16,4.43,3,1
1985,101,20.21,228.3,8.1,2.21,2,0
1986,70,1.34,136.4,7.05,3.27,0,0
1987,59,27.12,167.2,6.24,2.75,0,0
1988,59,25.53,185.7,9.56,3.27,1,0
1989,124,24.57,262.3,10.19,3.24,2,0
1990,99,23.92,210.9,10.35,3.35,2,0
1991,150,28.76,216.8,8.07,3.4,1,0
1992,81,37.54,148.5,8.28,2.05,2,0
1993,86,36.77,266.3,9.63,1.22,0,0
1994,84,28.82,157.6,4.42,2.86,0,0
1995,118,43.57,258.1,9.7,3.16,1,0
1996,89,30.55,299.8,8.34,2.05,1,0
1997,93,45.22,130.1,7.46,3.54,3,0
1998,85,16.44,193.8,7.73,2.62,2,0
1999,160,14.06,194.6,7.15,2.94,0,0
2000,28,28.59,161.7,8.66,2.73,3,0
2001,73,48.69,178.2,9.64,2.89,1,1
2002,156,29.63,186.6,11.62,3.48,3,0
2003,33,32.4,161.7,8.55,3.51,1,0
2004,77,29.84,205.1,11.03,4.81,4,0
2005,119,22.68,204.6,8.86,3,1,0
2006,91,34.78,136,9.47,1.78,3,0
2007,102,41.17,233.2,8.48,1.67,3,0
2008,86,43.03,210.1,4.27,3.21,3,0
2009,82,22.1,185.3,8.04,2.24,0,0
2010,89,18,189.6,7.69,3.43,0,0
2011,86,33.01,193.8,8.64,2.51,3,0
2012,134,31.25,123.5,7.23,1.65,1,0
2013,92,33.41,190,7.34,2.92,2,0
2014,87,31.37,172,8.25,3.7,3,0
2015,64,44.52,148.1,6.53,3.73,0,0
2016,80,34.41,260.2,7.98,2.48,3,0
2017,165,28.46,172.7,8.67,2.57,3,0
2018,153,28.51,246.8,9.18,2.03,1,0
2019,41,32.59,193,6.72,3,1,0
2020,108,40.83,230.3,9.76,1.4,2,0
2021,104,32.15,178.2,8.97,3,1,0
2022,115,21.71,182.9,7.78,2.86,1,0
2023,87,34.88,99.5,8.53,3.62,1,0
2024,159,26.11,216.9,7.26,3.4,2,0
2025,119,26.27,193.6,8.14,3.62,2,0
2026,69,26.13,194,11.52,3.81,1,0
2027,87,29.1,185.8,10.24,2.92,1,0
2028,93,55.78,151.7,13.66,2.35,1,1
2029,154,24.8,208.2,8.14,3.89,0,1
2030,57,34.2,280.1,6.94,3.19,1,0
2031,130,23.65,246,9.32,3.08,5,0
2032,151,20.21,278.3,8.77,3.56,2,0
2033,162,36.99,279,11.28,2.81,2,1
2034,60,24.65,209.1,14.78,3.94,1,0
2035,81,34.6,289.6,9.58,2.35,3,0
2036,132,40.82,180.4,6,2.16,3,0
2037,86,14.25,240.2,7.14,1.81,1,0
2038,136,45.87,228.8,11.59,2.73,1,1
2039,121,21.47,209.6,8.66,2.86,1,0
2040,105,14.98,175.9,12.15,2.62,2,0
2041,105,37.15,196.7,6.8,2.67,2,0
2042,51,40.26,263.4,8.15,3.02,1,0
2043,64,21.1,192.8,7.33,1.73,3,0
2044,80,31.31,167.5,9.58,2.7,0,0
2045,56,37.86,277,4.58,3.67,4,0
2046,120,25.36,193.6,11.2,3,1,0
2047,103,35.11,180.2,9.93,3.29,3,0
2048,164,27.15,168.8,10.98,2.59,3,0
2049,116,34.8,209.4,9.58,1.89,2,0
2050,121,36.24,120.7,11,2.03,1,0
2051,55,45.83,171.7,9.86,2.21,1,0
2052,183,19.84,213.8,9.64,2.62,2,0
2053,104,44.78,235.5,4.59,3.51,0,0
2054,90,23.83,213.9,5.4,1.92,1,0
2055,82,33.61,127.6,6.39,3.65,1,0
2056,101,23.15,220.9,8.86,3.59,3,0
2057,9,15.05,178.8,10.29,3.11,2,0
2058,97,36.6,242.4,12.59,3.27,0,0
2059,94,45.76,193.8,11.59,2.4,3,1
2060,127,34.65,267.1,10.13,1.97,0,0
2061,125,45.63,222.2,5.29,2.78,0,0
2062,140,27.05,269.8,9.92,2.78,1,0
2063,90,19.45,127.7,11.39,2.73,2,0
2064,67,23.61,208.9,10.46,2.48,2,0
2065,113,31.62,237.4,6.66,3.29,1,0
2066,121,28.97,254.5,9.88,4.08,0,0
2067,93,27.97,230.9,6.75,2.67,4,0
2068,121,28.66,168.6,4.29,3.32,1,0
2069,53,44.4,250.8,7.92,2.65,0,1
2070,75,32.39,178.4,7.31,3.54,1,0
2071,132,30.79,314.4,11.1,1.13,2,0
2072,162,30.11,114.7,6.91,1.76,3,0
2073,140,27.29,240.5,10.51,3.05,1,0
2074,91,22.9,295.3,8.8,1.78,2,0
2075,73,33.69,139.1,8.96,2.38,2,0
2076,95,38.91,255.7,9.36,2.73,4,1
2077,145,41.09,135.8,12.49,3.54,0,0
2078,100,22.29,176.2,4.04,1.16,1,0
2079,122,39.8,200.2,10.68,3.54,2,0
2080,109,34.02,300.9,10.62,3.21,0,0
2081,82,26.18,94.4,12.94,2.73,1,0
2082,65,38.11,189.6,10.03,2.65,0,0
2083,52,25.21,181.6,7,2.24,3,0
2084,136,29.68,176.6,9.65,2.38,2,0
2085,75,23.55,153.2,9.7,3,1,0
2086,146,18.53,265.8,10.27,3.4,1,0
2087,105,27.59,212.5,9.66,3,4,0
2088,48,35.84,189.6,7.09,4.43,2,0
2089,45,24.21,318.7,10.08,3,1,0
2090,106,38,235.1,6.3,2.86,2,0
2091,33,31.03,232.1,6.71,2.03,2,0
2092,68,37.33,141.1,9.26,2.92,2,0
2093,106,32.91,238.2,7.94,3.48,0,0
2094,141,32.71,156.9,7.91,2.97,0,0
2095,98,40.15,189.4,6.91,3.59,0,0
2096,94,39.64,113.3,5.31,4.35,0,0
2097,65,27,188.5,8.52,2.65,2,0
2098,85,21.44,274.7,8.3,2.65,1,0
2099,71,49.37,253.9,11.85,2.73,3,1
2100,112,10.3,165.9,5.98,3.59,0,0
2101,110,25.23,193.8,9.27,1.86,0,0
2102,111,41.91,216.3,8.08,3.43,2,0
2103,74,50.68,201.3,9.66,2.62,2,1
2104,105,20.28,185.1,7.07,2.94,2,0
2105,40,41.23,232.9,6.93,2.59,0,0
2106,128,37.76,160.6,9.85,3.67,0,1
2107,123,40.15,273.9,10.22,2.73,2,1
2108,122,24.51,212.2,7.62,2.57,0,0
2109,114,26.28,241.6,7.2,3.4,3,0
2110,102,23.36,176.7,8.47,2.75,2,0
2111,126,17.63,127,14.82,3.89,0,0
2112,150,23.22,209.4,7.25,3.29,4,1
2113,60,49.27,255.6,10.93,3.16,2,1
2114,123,44.35,168.5,8.02,3.59,3,0
2115,138,33.35,176.5,10.46,4.1,0,1
2116,29,33.25,126.4,6.69,3.83,1,0
2117,111,37.77,162.5,8.32,3.21,4,0
2118,37,29.39,183,10.19,2.65,0,1
2119,111,42.47,242.4,10.43,3.13,0,1
2120,81,26.27,216.2,10.34,3.7,1,0
2121,46,15.37,276.2,6.59,3.43,1,0
2122,69,45.7,246.6,12.24,4.43,0,0
2123,125,18.04,157.6,8.66,2.19,1,0
2124,43,4.59,160.9,12.58,2.89,3,0
2125,127,23.82,223.4,11.61,1.03,1,0
2126,94,41.65,180.4,11.83,2.62,1,0
2127,46,33.44,205.9,9.75,3.02,3,0
2128,73,22.3,106.5,9.98,2.75,2,0
2129,146,25.43,239.8,13.21,2,2,0
2130,93,40.77,251.8,7.59,2.94,1,0
2131,52,24.16,193,11.4,2.97,1,0
2132,202,19.62,178.7,8.36,1.62,3,0
2133,129,32.81,224.8,8.89,2.78,2,0
2134,94,35.04,224.6,11.55,3.51,1,0
2135,100,27.25,221.3,6.77,3.02,0,0
2136,43,33.98,288.4,8.13,3.05,1,0
2137,130,36.23,206.2,7.35,2.4,0,0
2138,124,30.31,235,10.79,2.94,3,0
2139,92,42.89,207,12.81,3.24,3,1
2140,48,33.61,136.7,11,3.56,4,0
2141,98,18.89,217.9,11.16,1.78,2,0
2142,100,16.41,210.2,6.59,3.38,1,1
2143,79,26.67,122.2,8.51,3.05,3,0
2144,164,20.96,170,7.47,3.43,1,0
2145,105,32.93,183.2,13.22,2.92,1,0
2146,89,35.17,167.7,7.01,2.94,0,0
2147,126,42.47,261.9,7.51,3.43,3,1
2148,96,24.48,224.7,10.25,2.7,1,0
2149,120,50.92,163.4,6.6,3.13,0,0
2150,212,38.42,304.6,8.15,3.4,2,1
2151,72,23.39,143.5,12.32,2.59,2,0
2152,155,35.99,139.2,6.6,3,1,0
2153,89,15.25,179.8,6.56,2.57,2,0
2154,126,33.59,246.5,12.84,3.38,2,0
2155,172,45.9,256.6,7.58,3.24,2,1
2156,75,38.2,192,9.55,3.05,3,0
2157,143,33.03,123.6,10.33,2.75,2,0
2158,166,8.11,264.4,10.58,3.56,0,1
2159,132,32.32,182.2,12.59,3.51,1,0
2160,94,15.22,339.9,7.78,2.13,1,1
2161,99,31.04,154.5,8.82,3.27,0,0
2162,136,34.94,298.5,9.64,1.86,1,0
2163,119,39.36,266.9,9.49,2,1,0
2164,115,42.72,252.5,5.32,2.67,3,1
2165,160,29.1,243.5,8.02,3.51,2,0
2166,166,33.64,251,6.22,3.02,2,0
2167,120,22.92,204.1,10.73,1.81,1,0
2168,173,32.54,168.5,4.92,2.78,1,0
2169,156,29.67,197.4,10.73,2.86,0,0
2170,70,30.16,226.2,11.43,2.94,0,0
2171,41,30.96,211.5,9.33,1.84,1,0
2172,132,37.81,165.4,9.38,3.02,0,0
2173,47,8.13,178.9,6.87,3.59,0,1
2174,160,20.71,89.3,6.78,2.78,1,0
2175,180,24.4,189.3,7.87,2.38,3,0
2176,93,28.03,210.4,10.32,2.11,2,0
2177,109,32.91,148.7,12.71,3.54,2,0
2178,80,17.19,263.2,6.2,1.97,0,0
2179,54,15.69,193.1,4.47,3.13,2,0
2180,121,28.71,123.9,11.98,0.78,2,0
2181,157,37.26,206,8.66,4.05,1,0
2182,170,30.28,242.8,10.93,3.51,0,0
2183,138,24.91,284.5,7.92,3.78,3,0
2184,92,29.29,266.2,10.27,3.19,1,0
2185,126,32.45,149.7,8.61,3.51,1,0
2186,41,39.46,327.1,10.19,2.94,3,1
2187,167,28.76,173.3,9.74,3.35,4,1
2188,91,21.05,319,10.69,1.97,2,0
2189,127,16.32,177,7.3,2.62,3,0
2190,88,15.88,252,8.5,2.94,1,0
2191,113,15.4,170.6,6.18,1.46,1,0
2192,78,25.99,256.6,7.81,1.43,2,0
2193,123,43.84,211.6,8.52,2.54,2,0
2194,136,14.48,230.4,10.96,2.43,2,0
2195,68,27.2,184.5,9.37,1.65,1,0
2196,132,31.09,292.4,6.4,3.11,0,0
2197,133,36.75,222.2,8.64,0.84,2,0
2198,127,44.49,181.8,4.54,0.89,0,0
2199,110,41,174.3,11.04,2.3,2,0
2200,121,30.12,123.5,9.59,2.27,1,0
2201,116,15.22,180.8,8.69,3.78,2,0
2202,112,34.05,197.8,6.8,2.81,1,0
2203,97,24.65,294.3,10.79,2.97,4,1
2204,43,27.12,119.7,7.83,1.84,2,0
2205,110,25.81,138,10.51,3.02,3,0
2206,67,29.95,236,6.86,2.86,1,0
2207,166,25.86,121,8.91,2.65,0,0
2208,129,27.42,220.6,10.11,2.59,1,0
2209,103,29.19,144.5,7.11,1.84,3,0
2210,71,47.41,190.2,11.48,3.16,0,1
2211,112,36.21,226.2,8.54,3,4,0
2212,8,41.29,170.9,7.98,1.3,1,0
2213,98,36.92,303.4,8.87,3.35,0,1
2214,90,29.9,285.2,6.79,3.51,1,0
2215,13,51.54,170.5,10.24,3.11,0,1
2216,58,40.61,187.2,8.15,3.19,2,0
2217,137,32.23,179,8.08,3.08,2,0
2218,116,22.66,247.8,9.86,3.05,5,1
2219,94,15.76,127.8,10.15,2.67,3,0
2220,87,30.12,248.9,9.04,2.32,3,0
2221,120,31.37,209,7.64,2.75,2,0
2222,97,29.94,159.4,12.11,3.27,0,0
2223,134,34.8,143.1,7.46,2.97,6,0
2224,68,24.41,134.3,9.7,4.19,2,0
2225,93,30.48,188.8,11.39,3.27,1,0
2226,120,23.34,212.2,6.87,2.84,1,0
2227,41,40.43,223.5,9.78,2.75,2,0
2228,80,34.63,216.4,6.94,2.05,2,0
2229,83,32.52,250.7,11.22,4.75,2,0
2230,109,35.55,205,5.37,2.11,2,0
2231,66,15.1,109.6,7.77,1.92,3,0
2232,104,16.52,155.6,11.77,3.35,0,0
2233,89,23.44,192.6,11.51,2.97,1,0
2234,127,38.13,185.7,7.17,2.7,2,0
2235,117,35.29,152.7,10.48,2.62,1,0
2236,128,45.58,120.5,9.94,3.89,2,0
2237,88,28.34,179.3,10.92,1.84,4,1
2238,61,45.41,180.4,10.38,4.67,1,1
2239,22,30.91,198.6,9.3,2.51,2,0
2240,78,25.01,199.7,7.23,3.7,0,0
2241,56,6.41,144.1,10.2,1.32,1,0
2242,192,31.45,224.9,9.56,3.08,2,0
2243,70,26.59,171,8.82,2.32,2,0
2244,148,40.68,195.7,10.47,2.94,1,0
2245,65,36.64,161.9,5.77,2.38,2,0
2246,119,22.93,211.5,8.48,3.05,1,0
2247,80,33.12,209.9,8.73,3.46,0,0
2248,152,40.65,209.1,12.07,3.59,5,0
2249,113,15.74,177.6,7.19,3.89,3,0
2250,75,35.6,211.5,13.1,1.94,1,0
2251,80,33.59,164.5,4.23,1.73,1,0
2252,148,2.99,161.7,9.14,2.86,1,0
2253,63,10.69,202.9,11.66,2.4,1,0
2254,97,34.39,69.2,11.59,1.81,1,0
2255,166,23.14,181.4,5.91,3.05,0,0
2256,94,35.19,167.4,10.72,0.7,1,0
2257,85,35.34,233.5,9.96,3.65,1,0
2258,80,47.01,195.6,9.46,1.94,1,1
2259,210,53.35,147.7,8.67,2.73,3,0
2260,88,49.05,203.4,10.28,3.51,1,0
2261,100,35.85,329.3,5.72,2.54,4,0
2262,154,11.03,184.1,6.82,3.94,1,0
2263,32,41.4,236.8,7.8,2.43,1,0
2264,18,33.49,203.7,9.09,2.35,3,0
2265,126,47.26,253.2,10.04,2.35,0,0
2266,144,37.38,222.1,5.33,2.7,1,0
2267,29,53.24,216.3,9.83,3.46,2,1
2268,86,24.77,191,9.7,3.05,0,0
2269,138,12.89,173.6,7.32,2.21,0,0
2270,146,33.3,228.6,13.66,3.29,3,0
2271,175,22.44,231.2,14.1,2.35,1,0
2272,74,21.08,262.1,12.07,3.16,2,0
2273,48,29.22,159,6.28,2.05,2,0
2274,74,42.4,209.5,8.13,2.67,4,0
2275,105,38.83,145.1,11.04,2.08,0,0
2276,157,28.66,205.1,7.91,1.59,3,0
2277,217,21.03,248.5,12.13,3.59,0,0
2278,68,30.38,252.3,11.51,2.27,1,0
2279,80,19.24,185.5,10.68,2.57,1,0
2280,38,24.21,313.7,5.7,3.62,2,0
2281,107,34.71,205.9,12.89,2.24,0,0
2282,140,25.45,212.5,11.07,3.4,3,0
2283,98,38.61,120.5,5.27,1.27,5,1
2284,114,26.4,169.9,9.32,3.4,2,0
2285,46,26.59,185.5,10.2,3.19,1,0
2286,118,25.28,167.3,12.18,2.81,0,0
2287,37,46.19,155.1,8.98,1.78,3,0
2288,34,32.93,126.9,9.95,2.38,0,0
2289,98,41.74,292.7,8.28,2.92,1,0
2290,113,41.7,259.9,9.19,2.89,3,1
2291,69,33.34,236.8,8.2,3.21,0,0
2292,121,22.8,195.1,7.18,2.84,2,0
2293,59,38.25,191.3,10.2,2.46,1,0
2294,59,32.25,115.9,9.93,2,0,0
2295,190,24.29,177.9,5.1,1.78,0,0
2296,109,29.85,238,8.93,2.75,1,0
2297,136,15.71,219,9.57,3.48,2,0
